10000
39	37	58	17	46	7	58	30	35	27
59	44	25	43	54	89	74	99	39	32
76	87	95	75	5	100	66	38	87	33
50	61	40	18	61	93	67	61	21	45
67	99	13	36	17	13	59	43	62	5
67	29	92	20	67	88	100	100	8	44
58	30	30	69	79	25	65	90	98	8
3	61	85	17	79	2	36	22	52	14
97	34	69	7	43	35	82	46	20	84
28	18	70	40	61	38	75	69	82	31
91	52	31	11	26	25	98	44	56	19
66	66	26	59	33	63	42	62	41	24
49	78	90	37	6	94	48	57	13	3
28	46	77	73	79	95	82	34	62	83
22	17	9	18	37	66	86	26	3	2
81	4	81	79	19	21	56	41	54	6
56	30	74	22	91	25	24	40	43	34
60	51	47	28	89	3	86	68	99	97
55	18	97	17	71	88	29	74	6	64
25	81	17	80	87	91	38	75	86	43
44	50	62	18	100	22	82	7	37	33
70	19	59	97	35	90	52	3	16	95
94	5	23	14	95	3	84	91	57	61
56	85	53	93	66	38	11	79	24	59
20	43	8	81	54	23	53	66	90	96
30	25	13	61	83	94	13	90	86	28
73	58	13	53	91	61	62	88	5	70
64	31	11	61	55	26	97	8	71	65
2	91	46	99	52	27	28	8	16	5
44	23	98	96	31	40	57	86	63	47
9	44	13	83	17	32	29	100	91	48
81	96	72	64	45	34	71	43	51	18
53	29	16	96	95	73	26	69	69	45
64	16	78	4	46	84	88	44	65	95
100	6	16	26	41	19	33	19	61	35
45	64	20	45	97	57	85	31	79	71
19	33	19	65	92	58	44	4	60	11
36	4	63	73	84	30	94	15	6	59
84	81	28	13	20	84	65	11	64	20
91	49	79	3	85	98	49	25	69	83
53	35	43	70	75	20	72	84	49	50
98	44	45	29	8	38	79	89	72	47
36	50	64	19	68	5	75	74	26	74
26	72	63	48	30	12	74	53	55	1
26	51	56	97	97	59	75	39	17	50
56	38	67	73	81	29	71	55	70	51
50	96	29	4	21	29	32	3	94	71
53	24	88	45	67	45	52	80	62	43
54	11	60	70	47	15	15	19	80	3
81	58	65	47	26	5	45	65	59	98
13	43	89	76	76	37	31	56	15	70
97	55	11	7	56	39	38	6	6	14
58	53	27	78	22	47	40	66	73	63
95	48	3	81	96	61	9	34	52	77
89	80	59	1	77	63	23	95	16	46
12	67	22	58	38	43	38	55	37	20
46	58	62	66	78	75	45	28	48	81
82	80	24	44	21	3	19	96	98	69
28	47	39	73	47	8	62	56	68	15
93	53	56	53	57	60	53	13	24	6
38	30	19	55	74	47	15	28	35	37
56	11	84	75	64	2	34	37	5	85
62	39	28	86	84	60	2	47	96	20
85	26	57	81	72	73	91	76	89	4
13	30	17	90	88	48	20	66	19	22
8	13	12	18	92	27	72	91	13	18
68	56	85	38	48	51	14	90	10	7
46	39	51	56	1	72	77	50	39	81
12	2	31	81	44	6	9	25	21	19
68	43	29	31	96	33	9	16	94	40
93	7	66	91	85	96	20	52	54	34
52	74	25	95	96	65	98	4	63	76
53	52	93	92	47	60	25	99	56	24
23	6	84	22	21	72	45	77	58	94
8	57	9	60	41	32	28	47	81	38
97	85	68	1	61	99	11	79	88	40
12	60	72	89	2	64	35	81	81	8
17	90	74	50	79	74	78	28	9	5
1	10	68	27	62	17	87	95	24	28
46	21	64	49	82	17	31	68	13	93
16	8	1	34	18	67	40	20	23	2
37	37	75	4	52	79	4	35	89	19
34	65	68	96	28	72	52	64	88	10
91	47	8	41	5	26	32	7	85	84
4	31	41	27	73	76	51	48	30	8
60	3	23	23	58	25	5	20	61	97
73	80	36	11	61	74	91	96	19	86
26	46	15	13	1	93	68	19	78	51
20	10	58	44	42	2	63	59	80	44
37	96	13	82	30	55	25	43	96	7
99	97	33	29	86	96	23	5	6	97
72	14	8	32	55	50	51	15	35	23
83	91	14	73	48	47	63	70	49	45
87	98	70	81	12	60	57	3	34	50
40	19	54	28	48	13	64	35	42	55
49	56	28	23	19	88	80	45	83	98
23	60	5	20	34	98	41	60	40	32
5	15	47	66	99	70	44	81	83	53
39	19	30	80	20	35	12	21	56	64
75	5	14	62	38	32	15	14	45	45
97	99	18	8	87	75	15	43	15	30
87	37	31	3	72	37	3	7	51	71
54	93	54	25	10	88	28	61	33	30
34	6	49	90	6	9	39	75	1	94
65	86	45	13	86	63	2	80	74	66
97	24	51	96	35	15	97	15	15	85
27	81	64	52	69	17	77	90	12	10
55	76	2	57	15	59	25	92	100	52
9	32	65	19	11	16	76	27	47	100
82	12	13	51	80	21	20	34	4	23
44	26	60	15	30	6	1	100	89	62
13	9	3	83	53	6	63	73	87	93
40	39	55	56	81	100	86	81	85	67
54	83	96	56	51	38	25	45	83	3
81	94	13	86	60	1	33	62	25	80
93	28	4	80	47	46	9	59	100	36
52	90	10	95	9	50	81	8	36	89
66	32	62	24	51	4	47	68	73	37
92	47	79	35	24	85	49	47	69	31
52	42	80	42	27	9	82	51	20	33
32	26	42	86	54	25	46	38	98	23
42	8	7	62	68	42	86	24	22	29
24	86	53	76	1	85	63	57	93	35
97	46	32	74	81	93	59	63	37	9
95	53	21	2	56	94	41	73	41	9
98	96	44	94	68	91	83	98	46	90
63	84	44	58	36	58	97	44	28	83
95	62	21	23	76	20	85	97	74	33
14	61	82	97	74	97	64	75	68	10
30	67	35	70	25	34	3	10	17	71
79	84	32	80	43	58	23	45	11	5
97	53	58	63	99	91	65	16	100	1
66	89	28	79	2	94	25	80	48	98
86	99	63	90	74	43	82	51	31	34
50	52	68	100	20	70	75	32	94	66
81	20	25	56	97	100	73	32	87	54
67	91	87	5	9	43	37	84	64	13
23	50	38	97	1	56	54	53	64	97
17	49	48	33	96	74	45	89	53	58
1	57	21	48	15	8	89	91	60	57
98	59	80	34	40	71	87	5	97	84
20	100	38	6	70	59	79	48	24	38
29	11	92	14	37	61	86	45	15	8
71	25	29	75	87	18	47	65	23	25
72	88	98	100	27	54	88	19	92	80
19	69	55	60	26	81	35	25	63	11
94	15	57	10	10	44	88	44	60	55
98	99	78	5	83	79	85	33	40	40
83	42	53	71	65	64	86	91	98	55
25	94	54	27	24	13	5	46	77	91
74	74	54	38	78	1	7	65	46	43
94	1	68	40	63	26	37	71	83	10
2	24	53	72	18	35	39	17	20	30
53	36	2	17	20	9	82	14	39	78
52	89	37	38	1	47	94	51	12	13
30	63	74	48	57	43	66	70	79	46
80	41	99	61	49	42	61	74	95	71
43	63	91	29	98	9	55	64	96	1
36	17	20	21	27	78	16	93	61	2
31	23	82	81	48	40	99	4	42	59
95	67	99	53	30	79	94	67	33	32
61	29	79	40	12	14	86	55	13	79
5	72	7	78	76	43	48	69	47	44
55	25	67	59	44	48	48	18	18	42
5	15	99	46	25	32	20	2	18	74
66	31	42	16	64	23	91	35	51	100
52	9	74	16	47	65	23	67	77	7
81	57	3	22	57	16	6	11	20	44
7	6	53	13	88	2	38	37	82	56
28	96	10	44	33	29	44	55	46	59
22	44	54	23	35	27	76	34	16	38
82	46	12	62	26	97	59	64	70	47
21	57	98	32	70	38	19	4	48	62
25	69	20	81	34	1	73	11	6	17
49	44	39	71	19	98	23	11	67	8
100	34	98	60	82	49	12	68	5	36
86	39	71	82	67	56	58	25	41	6
72	48	99	13	100	53	92	37	50	85
22	88	35	10	43	19	9	63	94	65
12	92	30	61	54	15	89	38	65	4
48	67	86	95	66	35	99	41	53	36
91	51	78	89	40	49	83	1	27	32
73	82	91	31	76	96	18	95	66	55
38	48	26	44	61	17	72	56	55	60
1	83	3	78	92	43	85	97	16	78
17	17	80	13	37	31	70	46	70	75
95	65	31	37	5	20	38	48	24	34
98	72	23	96	91	28	8	1	62	82
30	97	65	24	32	67	8	36	34	50
32	39	36	17	18	81	97	77	18	35
39	37	50	92	80	68	97	60	42	97
44	11	20	52	67	34	24	47	35	70
16	68	54	23	72	94	42	5	12	15
9	61	40	27	43	41	3	55	92	99
56	45	34	29	64	15	48	98	79	79
16	15	35	51	11	66	6	80	33	31
11	57	26	69	9	66	11	75	41	48
99	24	87	70	94	59	31	99	79	47
93	94	91	57	34	61	63	57	16	37
90	96	41	80	79	46	16	99	74	52
8	17	50	42	57	78	14	35	40	96
72	65	49	19	74	7	38	45	45	83
22	25	55	95	83	87	38	48	55	74
14	73	3	90	54	27	85	99	100	55
4	86	17	19	20	30	37	67	39	71
79	59	64	53	92	24	52	25	52	16
72	27	47	96	59	65	82	17	54	86
68	57	17	53	47	79	27	48	89	33
35	83	94	28	62	87	66	66	76	74
37	51	69	53	17	22	90	49	16	37
1	99	51	63	27	46	37	61	62	4
6	100	67	81	74	43	95	95	5	62
86	67	66	92	18	65	95	10	24	19
9	14	37	55	52	34	26	9	55	10
36	7	73	8	31	65	44	81	58	1
2	74	10	27	64	94	50	44	21	5
85	50	23	50	81	11	13	61	28	21
68	72	37	26	98	43	92	37	28	80
13	84	98	83	36	24	58	70	40	53
40	99	6	10	27	33	3	78	91	94
86	16	1	88	35	63	38	63	99	75
67	92	55	2	2	47	83	96	44	52
77	7	32	70	41	28	68	91	92	66
55	53	26	14	57	94	28	15	89	25
37	22	63	55	59	53	33	42	13	59
6	69	92	54	96	86	29	63	61	14
23	29	74	1	96	16	96	56	37	57
94	73	14	90	6	91	92	89	39	64
88	1	4	63	32	1	78	80	49	18
6	32	64	83	34	75	69	54	10	19
51	52	15	29	43	58	45	3	24	46
40	1	85	28	93	94	73	33	70	45
7	51	17	27	67	28	96	91	48	44
31	28	59	7	19	6	69	95	37	37
55	62	87	22	68	59	94	11	3	27
35	88	44	6	26	90	75	70	53	38
38	65	22	96	33	8	95	80	43	27
24	6	36	68	9	23	79	4	16	21
43	43	72	88	79	92	92	35	81	100
68	55	6	89	94	19	18	49	79	89
62	89	53	40	97	48	35	48	79	69
67	75	33	86	54	45	11	29	74	29
2	26	31	48	56	97	23	64	58	16
95	84	14	83	26	7	86	27	55	45
45	83	83	90	22	35	29	4	28	68
66	26	91	86	39	31	82	70	28	5
54	92	41	86	86	47	38	99	64	16
85	79	40	79	53	56	97	34	52	80
73	34	4	84	55	4	64	59	76	62
69	13	80	83	31	97	14	29	69	58
79	77	43	7	51	25	34	56	68	42
36	63	67	49	70	73	10	9	10	60
77	30	63	20	3	85	51	77	16	100
6	28	58	66	79	58	90	46	1	95
59	94	49	65	88	36	59	17	50	31
53	24	86	3	91	88	64	8	29	79
9	17	38	45	34	37	96	44	7	63
53	5	3	9	29	23	86	62	67	19
68	45	29	59	38	42	40	30	23	53
39	27	17	35	85	83	99	70	44	23
53	99	50	45	71	25	37	20	10	96
56	97	82	36	67	88	93	26	16	55
11	12	74	28	78	30	26	74	81	53
70	21	95	30	92	37	63	75	30	29
89	20	81	85	36	67	48	61	36	75
90	86	38	52	32	18	87	34	87	72
36	16	73	53	29	22	89	32	25	45
51	98	92	35	8	37	73	88	31	88
29	25	33	35	53	67	31	33	22	7
55	85	33	51	88	44	63	18	44	42
98	84	25	65	62	81	81	54	78	29
100	98	87	2	66	2	76	94	9	37
56	87	40	31	83	92	87	74	17	46
55	65	45	91	54	4	58	75	33	37
5	25	93	62	20	11	26	72	83	36
14	95	39	65	85	72	73	81	72	49
77	92	100	78	58	57	83	40	5	73
58	29	58	39	43	29	4	62	95	1
79	8	14	74	90	100	12	30	6	10
57	46	32	31	51	81	55	85	55	100
14	42	95	78	67	100	63	50	63	5
48	97	60	36	78	50	51	44	60	78
65	32	72	58	67	45	62	96	80	23
16	96	49	83	94	67	85	5	61	84
95	7	71	24	78	12	45	24	56	93
98	32	2	58	8	77	72	19	14	47
39	17	9	69	52	3	13	6	64	18
56	61	86	28	82	5	49	8	1	77
39	72	6	27	18	30	45	68	12	83
98	72	22	57	30	46	98	69	59	31
62	53	65	39	38	86	99	95	99	16
74	37	43	87	43	26	5	89	80	47
95	35	71	29	100	90	72	43	100	44
13	28	10	77	39	55	90	41	37	61
46	67	8	15	10	96	98	42	44	9
72	48	56	52	80	30	90	47	62	95
4	57	3	6	85	94	47	47	17	57
2	88	58	90	86	96	68	37	62	51
9	98	50	77	60	9	68	30	8	82
77	42	55	64	40	6	13	28	38	41
10	95	80	75	49	48	68	52	57	65
38	34	29	31	86	35	82	49	88	10
62	83	43	23	34	12	89	91	25	43
7	47	27	65	3	100	24	61	64	47
41	91	66	89	90	54	58	14	71	35
31	19	98	76	71	14	19	42	59	25
58	43	20	44	3	69	64	13	85	31
85	63	58	39	28	8	76	34	88	75
95	92	51	88	31	75	37	15	18	70
54	97	46	83	12	58	31	75	91	15
50	90	49	57	14	96	33	13	31	59
11	30	81	48	14	60	67	32	49	51
22	11	98	99	13	92	57	1	22	2
100	78	62	90	49	75	93	30	59	44
69	5	33	92	74	24	69	83	73	78
31	65	51	37	17	42	34	92	49	42
70	59	89	33	49	16	8	15	37	81
32	8	52	35	45	45	29	60	38	33
7	36	84	56	93	25	22	56	68	62
86	45	54	89	24	17	6	89	85	37
17	30	21	47	80	95	39	9	8	92
1	14	61	54	28	20	95	83	5	60
28	38	22	1	97	30	84	39	52	16
26	24	52	32	12	21	7	11	37	83
21	98	87	54	66	63	100	50	76	28
6	82	22	91	4	77	10	35	35	65
38	41	76	85	98	28	9	91	22	50
74	30	41	67	25	37	3	94	68	9
10	70	13	28	66	22	93	78	87	19
72	69	85	11	41	42	96	8	9	2
93	27	73	16	99	67	67	76	46	43
7	27	28	6	82	79	4	3	89	31
84	68	55	97	60	81	51	2	4	15
92	65	69	59	42	99	84	28	20	75
34	5	86	57	64	21	95	25	6	32
19	99	90	35	52	91	26	15	15	79
97	72	99	95	33	87	76	46	83	93
15	24	15	20	100	37	26	47	17	94
36	81	18	46	35	31	73	61	60	22
94	87	40	79	93	42	92	68	90	100
63	6	48	5	54	42	95	84	32	19
69	95	55	32	17	17	93	29	28	2
72	28	88	11	24	32	73	49	59	45
66	34	62	43	99	61	62	20	17	7
75	13	50	69	10	71	36	54	39	23
11	84	56	79	98	44	66	80	11	21
93	2	17	100	14	45	48	9	64	35
45	56	94	92	48	12	85	27	70	89
74	30	31	16	47	69	37	43	88	3
79	50	64	87	44	53	10	97	63	76
49	54	15	78	63	55	41	82	37	22
91	79	79	2	6	24	77	43	36	49
73	64	71	64	100	78	95	28	81	71
90	85	28	44	95	38	31	8	93	19
89	43	56	80	32	57	82	21	33	99
32	61	98	3	78	27	91	92	36	77
10	52	98	74	52	35	94	17	55	57
10	35	100	95	76	28	47	58	73	29
2	87	74	46	54	12	81	22	48	51
55	80	41	43	33	69	30	52	66	59
24	59	59	71	76	66	52	84	22	87
1	80	36	88	38	4	72	48	80	40
91	4	82	99	38	67	58	18	34	57
31	67	66	61	100	80	31	68	58	78
35	67	55	17	93	44	76	20	62	93
17	80	8	92	10	40	30	93	37	78
33	86	25	19	30	43	35	71	89	17
10	22	33	51	30	100	26	21	67	32
95	28	3	17	81	8	28	4	84	21
39	58	12	17	70	33	47	47	87	39
3	20	70	21	30	8	41	48	20	63
43	38	17	42	39	75	43	89	86	76
37	86	2	28	23	7	20	80	7	28
4	73	57	49	54	15	72	75	95	42
84	90	53	77	50	66	79	51	62	68
60	83	75	56	56	86	10	81	27	10
66	33	46	71	39	20	77	5	69	90
40	75	57	95	17	59	36	44	32	73
28	85	85	77	84	16	60	58	12	58
89	25	60	11	93	10	44	90	94	92
88	56	14	23	29	85	74	81	54	80
24	1	39	88	58	60	69	11	32	39
90	51	90	36	85	40	10	56	76	63
60	55	42	23	92	42	47	5	91	54
35	47	27	79	23	23	45	80	33	20
30	76	48	63	54	39	37	32	27	22
66	2	79	52	34	17	18	70	65	32
79	87	100	68	50	24	51	77	99	27
49	41	42	19	65	89	45	2	25	55
75	16	68	51	92	44	20	70	24	86
65	13	24	73	46	24	36	66	52	16
42	92	71	25	36	19	78	30	33	79
11	60	42	21	53	89	93	42	20	67
87	29	4	30	33	26	30	75	26	16
45	97	71	80	59	63	27	86	37	88
69	34	25	79	46	19	12	83	23	92
62	65	58	89	13	75	50	53	5	18
73	31	36	32	15	64	16	71	84	20
94	99	38	11	92	44	48	71	80	11
72	15	48	51	79	6	20	28	43	41
69	29	63	89	19	20	72	88	78	42
48	82	19	95	45	90	99	83	75	60
35	63	69	11	29	12	84	52	85	24
38	19	40	45	2	38	60	48	94	18
60	44	45	68	41	35	49	36	20	43
52	3	98	92	59	15	56	56	89	88
25	4	53	8	5	78	31	11	23	71
100	69	51	98	14	73	76	36	20	5
32	47	12	40	66	28	19	76	66	1
61	33	54	9	59	95	75	78	66	14
19	5	63	23	94	81	21	8	8	50
1	2	56	14	84	74	66	61	32	37
69	62	27	7	40	34	16	74	45	86
6	1	1	33	30	39	92	28	64	82
10	38	76	47	66	82	94	71	81	40
7	60	67	43	10	54	86	33	8	90
12	46	90	65	72	5	74	76	38	16
18	15	57	60	5	19	44	9	97	1
22	26	3	74	19	88	78	77	47	96
21	75	78	78	71	91	67	68	51	72
48	86	32	71	87	86	31	74	31	3
24	30	27	11	86	33	86	21	56	31
65	70	14	40	86	54	14	95	19	96
59	15	99	10	5	28	78	73	32	53
23	5	73	19	16	56	39	24	76	46
18	79	61	32	85	65	43	91	30	45
96	26	14	87	13	38	41	27	65	84
39	49	57	47	88	26	9	31	5	17
36	32	67	49	80	44	36	89	9	84
46	15	19	11	97	13	44	12	22	100
84	61	34	66	14	26	96	13	5	57
22	39	46	40	20	18	8	22	39	13
87	71	11	28	3	47	96	48	28	6
40	99	31	80	85	61	17	24	74	38
25	87	45	45	79	51	100	65	7	7
16	16	95	71	68	29	76	28	10	57
13	12	65	18	65	28	60	35	29	18
28	57	74	70	7	96	41	38	21	89
9	80	1	60	45	82	29	87	52	8
51	20	7	6	77	5	28	3	72	51
45	32	27	46	89	70	100	43	33	6
16	2	18	8	69	1	35	14	76	45
10	13	54	98	40	39	24	93	77	40
74	6	93	14	88	99	29	91	42	29
68	18	54	12	62	65	30	3	42	34
78	87	49	74	17	50	25	52	25	46
88	66	62	24	19	60	30	97	81	38
66	60	62	38	48	30	92	59	80	72
40	43	63	48	10	15	97	53	77	26
2	91	42	36	36	23	23	100	48	1
75	87	24	65	9	18	86	6	45	91
40	91	78	58	12	8	85	16	81	14
35	49	87	98	83	92	67	29	91	72
40	85	19	85	17	91	39	25	62	56
83	47	49	81	21	66	27	40	72	30
75	96	84	21	82	58	88	68	13	61
39	67	81	58	17	96	34	39	46	63
77	89	43	52	32	14	67	27	34	97
30	19	34	68	76	98	11	82	95	90
65	14	42	95	58	68	4	92	42	12
